FECHAINGRESO	TIPO	CODIGO	CAPITULO	PARTIDA	APLICASICETAC	NECESITASUBPARTIDA	HIDROCARBURO	UNIDADGALONES	IMPOCONSUMO	MERCANCIAPELIGROSA	CLASEDIVISION	PELIGROSECUNDARIO	GRUPOEMBALAJEENVASE	NOMBREYDESCRIPCION	ALERTA	
2025/11/08 21:59:38	CP	1801	CLASE 8 - SUSTANCIAS CORROSIVAS	1801 - 8 - OCTILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	OCTILTRICLOROSILANO	 	
2025/11/08 21:59:49	CP	1800	CLASE 8 - SUSTANCIAS CORROSIVAS	1800 - 8 - OCTADECILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	OCTADECIL-TRICLOROSILANO	 	
2025/11/08 22:00:06	CP	1799	CLASE 8 - SUSTANCIAS CORROSIVAS	1799 - 8 - NONILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	NONILTRICLOROSILANO	 	
2025/11/08 22:00:18	CP	1798	CLASE 8 - SUSTANCIAS CORROSIVAS	1798 - 8 - ÁCIDO NITROCLORHÍDRICO	 	 	NO	 	NO	SI	8	 	I	ÁCIDO CLORHÍDRICO Y ÁCIDO NÍTRICO EN MEZCLA	 	
2025/11/08 22:00:30	CP	1796	CLASE 8 - SUSTANCIAS CORROSIVAS	1796 - 8 - ÁCIDO NITRANTE (ÁCIDO MIXTO); MEZCLA DE; CON MÁS DEL 50% DE ÁCIDO NÍT	 	 	NO	 	NO	SI	8	5.1	I, II	ÁCIDO SULFONÍTRICO EN MEZCLA (ÁCIDO MIXTO) con un máximo del 50 % de ácido nítrico	 	
2025/11/08 22:00:42	CP	1794	CLASE 8 - SUSTANCIAS CORROSIVAS	1794 - 8 - SULFATO DE PLOMO CON MÁS DEL 3% DE ÁCIDO LIBRE	 	 	NO	 	NO	SI	8	 	II	SULFATO DE PLOMO con más del 3 % de ácido libre	 	
2025/11/08 22:00:56	CP	1793	CLASE 8 - SUSTANCIAS CORROSIVAS	1793 - 8 - FOSFATO ÁCIDO DE ISOPROPILO	 	 	NO	 	NO	SI	8	 	III	FOSFATO ÁCIDO DE ISOPROPILO	 	
2025/11/08 22:01:08	CP	1792	CLASE 8 - SUSTANCIAS CORROSIVAS	1792 - 8 - MONOCLORURO DE YODO; SÓLIDO	 	 	NO	 	NO	SI	8	 	II	MONOCLORURO DE YODO, SÓLIDO	 	
2025/11/08 22:01:24	CP	1791	CLASE 8 - SUSTANCIAS CORROSIVAS	1791 - 8 - HIPOCLORITOS EN SOLUCIÓN	 	 	NO	 	NO	SI	8	 	II, III	HIPOCLORITOS EN SOLUCIÓN	 	
2025/11/08 22:01:35	CP	1790	CLASE 8 - SUSTANCIAS CORROSIVAS	1790 - 8 - ÁCIDO FLUORHÍDRICO CON MÁS DEL 60% DE ÁCIDO FLUORHÍDRICO	 	 	NO	 	NO	SI	8	6.1	I, II	ÁCIDO FLUORHÍDRICO con un máximo del 60 % de fluoruro de hidrógeno	 	
2025/11/08 22:01:47	CP	1789	CLASE 8 - SUSTANCIAS CORROSIVAS	1789 - 8 - ÁCIDO CLORHÍDRICO	 	 	NO	 	NO	SI	8	 	II, III	ÁCIDO CLORHÍDRICO	 	
2025/11/08 22:01:57	CP	1788	CLASE 8 - SUSTANCIAS CORROSIVAS	1788 - 8 - ÁCIDO BROMHÍDRICO	 	 	NO	 	NO	SI	8	 	II, III	ÁCIDO BROMHÍDRICO	 	
2025/11/08 22:02:10	CP	1787	CLASE 8 - SUSTANCIAS CORROSIVAS	1787 - 8 - ÁCIDO YODHÍDRICO	 	 	NO	 	NO	SI	8	 	II, III	ÁCIDO YODHÍDRICO	 	
2025/11/08 22:02:21	CP	1786	CLASE 8 - SUSTANCIAS CORROSIVAS	1786 - 8 - MEZCLA DE ÁCIDO FLUORHÍDRICO Y ÁCIDO SULFÚRICO	 	 	NO	 	NO	SI	8	6.1	I	ÁCIDO FLUORHÍDRICO Y ÁCIDO SULFÚRICO, MEZCLA DE	 	
2025/11/08 22:02:34	CP	1784	CLASE 8 - SUSTANCIAS CORROSIVAS	1784 - 8 - HEXILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	HEXILTRICLOROSILANO	 	
2025/11/08 22:02:47	CP	1783	CLASE 8 - SUSTANCIAS CORROSIVAS	1783 - 8 - HEXAMETILENDIAMINA EN SOLUCIÓN	 	 	NO	 	NO	SI	8	 	II, III	HEXAMETILENDIAMINA EN SOLUCIÓN	 	
2025/11/08 22:03:01	CP	1782	CLASE 8 - SUSTANCIAS CORROSIVAS	1782 - 8 - ÁCIDO HEXAFLUOROFOSFÓRICO	 	 	NO	 	NO	SI	8	 	II	ÁCIDO HEXAFLUOROFOSFÓRICO	 	
2025/11/08 22:03:13	CP	1781	CLASE 8 - SUSTANCIAS CORROSIVAS	1781 - 8 - HEXADECILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	HEXADECIL-TRICLOROSILANO	 	
2025/11/08 22:03:25	CP	1780	CLASE 8 - SUSTANCIAS CORROSIVAS	1780 - 8 - CLORURO DE FUMARILO	 	 	NO	 	NO	SI	8	 	II	CLORURO DE FUMARILO	 	
2025/11/08 22:03:37	CP	1779	CLASE 8 - SUSTANCIAS CORROSIVAS	1779 - 8 - ÁCIDO FÓRMICO CON MÁS DE 85%; EN MASA; DE ÁCIDO	 	 	NO	 	NO	SI	8	3	II	ÁCIDO FÓRMICO con más del 85 %, en masa, de ácido	 	
2025/11/08 22:03:49	CP	1778	CLASE 8 - SUSTANCIAS CORROSIVAS	1778 - 8 - ÁCIDO FLUOROSILÍCICO	 	 	NO	 	NO	SI	8	 	II	ÁCIDO FLUOROSILÍCICO	 	
2025/11/08 22:04:00	CP	1777	CLASE 8 - SUSTANCIAS CORROSIVAS	1777 - 8 - ÁCIDO FLUOROSULFÓNICO	 	 	NO	 	NO	SI	8	 	I	ÁCIDO FLUOROSULFÓNICO	 	
2025/11/08 22:04:12	CP	1776	CLASE 8 - SUSTANCIAS CORROSIVAS	1776 - 8 - ÁCIDO FLUOROFOSFÓRICO ANHIDRO	 	 	NO	 	NO	SI	8	 	II	ÁCIDO FLUOROFOSFÓRICO ANHIDRO	 	
2025/11/08 22:04:23	CP	1775	CLASE 8 - SUSTANCIAS CORROSIVAS	1775 - 8 - ÁCIDO FLUOROBÓRICO	 	 	NO	 	NO	SI	8	 	II	ÁCIDO FLUOROBÓRICO	 	
2025/11/08 22:04:35	CP	1774	CLASE 8 - SUSTANCIAS CORROSIVAS	1774 - 8 - EXTINTORES DE INCENDIOS; CARGAS PARA; LÍQUIDOS CORROSIVOS	 	 	NO	 	NO	SI	8	 	II	EXTINTORES DE INCENDIOS, CARGAS PARA, líquidos corrosivos	 	
2025/11/08 22:04:52	CP	1773	CLASE 8 - SUSTANCIAS CORROSIVAS	1773 - 8 - CLORURO FÉRRICO ANHIDRO	 	 	NO	 	NO	SI	8	 	III	CLORURO DE HIERO(III) ANHIDRO	 	
2025/11/08 22:05:04	CP	1771	CLASE 8 - SUSTANCIAS CORROSIVAS	1771 - 8 - DODECILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	DODECILTRICLOROSILANO	 	
2025/11/08 22:05:17	CP	1770	CLASE 8 - SUSTANCIAS CORROSIVAS	1770 - 8 - BROMURO DE DIFENILMETILO	 	 	NO	 	NO	SI	8	 	II	BROMURO DE DIFENILMETILO	 	
2025/11/08 22:05:40	CP	1769	CLASE 8 - SUSTANCIAS CORROSIVAS	1769 - 8 - DIFENILDICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	DIFENILDICLOROSILANO	 	
2025/11/08 22:05:52	CP	1768	CLASE 8 - SUSTANCIAS CORROSIVAS	1768 - 8 - ÁCIDO DIFLUOROFOSFÓRICO ANHIDRO	 	 	NO	 	NO	SI	8	 	II	ÁCIDO DIFLUOROFOSFÓRICO ANHIDRO	 	
2025/11/08 22:06:15	CP	1767	CLASE 8 - SUSTANCIAS CORROSIVAS	1767 - 8 - DIETILDICLOROSILANO	 	 	NO	 	NO	SI	8	3	II	DIETILDICLOROSILANO	 	
2025/11/08 22:06:28	CP	1766	CLASE 8 - SUSTANCIAS CORROSIVAS	1766 - 8 - DICLOROFENILTRICLORO-SILANO	 	 	NO	 	NO	SI	8	 	II	DICLOROFENILTRICLOROSILA NO	 	
2025/11/08 22:06:42	CP	1765	CLASE 8 - SUSTANCIAS CORROSIVAS	1765 - 8 - CLORURO DE DICLOROACETILO	 	 	NO	 	NO	SI	8	 	II	CLORURO DE DICLOROACETILO	 	
2025/11/08 22:06:56	CP	1764	CLASE 8 - SUSTANCIAS CORROSIVAS	1764 - 8 - ÁCIDO DICLOROACÉTICO	 	 	NO	 	NO	SI	8	 	II	ÁCIDO DICLOROACÉTICO	 	
2025/11/08 22:07:09	CP	1763	CLASE 8 - SUSTANCIAS CORROSIVAS	1763 - 8 - CICLOHEXILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	CICLOHEXIL-TRICLOROSILANO	 	
2025/11/08 22:07:24	CP	1762	CLASE 8 - SUSTANCIAS CORROSIVAS	1762 - 8 - CICLOHEXENILTRICLORO-SILANO	 	 	NO	 	NO	SI	8	 	II	CICLOHEXENILTRICLOROSILA NO	 	
2025/11/08 22:07:40	CP	1761	CLASE 8 - SUSTANCIAS CORROSIVAS	1761 - 8 - CUPRIETILENDIAMINA EN SOLUCIÓN	 	 	NO	 	NO	SI	8	6.1	II, III	CUPRIETILENDIAMINA EN SOLUCIÓN	 	
2025/11/08 22:07:51	CP	1760	CLASE 8 - SUSTANCIAS CORROSIVAS	1760 - 8 - LÍQUIDO CORROSIVO; N.E.P.	 	 	NO	 	NO	SI	8	 	I, II, III	LÍQUIDO CORROSIVO, N.E.P.	 	
2025/11/08 22:08:04	CP	1759	CLASE 8 - SUSTANCIAS CORROSIVAS	1759 - 8 - SÓLIDO CORROSIVO; N.E.P.	 	 	NO	 	NO	SI	8	 	I, II, III	SÓLIDO CORROSIVO, N.E.P.	 	
2025/11/08 22:08:17	CP	1758	CLASE 8 - SUSTANCIAS CORROSIVAS	1758 - 8 - OXICLORURO DE CROMO (CLORURO DE CROMILO)	 	 	NO	 	NO	SI	8	 	I	OXICLORURO DE CROMO(VI) (CLORURO DE CROMILO)	 	
2025/11/08 22:08:29	CP	1757	CLASE 8 - SUSTANCIAS CORROSIVAS	1757 - 8 - FLUORURO CRÓMICO EN SOLUCIÓN	 	 	NO	 	NO	SI	8	 	II, III	FLUORURO DE CROMO(III) EN SOLUCIÓN	 	
2025/11/08 22:08:41	CP	1756	CLASE 8 - SUSTANCIAS CORROSIVAS	1756 - 8 - FLUORURO CRÓMICO SÓLIDO	 	 	NO	 	NO	SI	8	 	II	FLUORURO DE CROMO(III) SÓLIDO	 	
2025/11/08 22:09:01	CP	1755	CLASE 8 - SUSTANCIAS CORROSIVAS	1755 - 8 - ÁCIDO CRÓMICO EN SOLUCIÓN	 	 	NO	 	NO	SI	8	 	II, III	ÁCIDO CRÓMICO EN SOLUCIÓN	 	
2025/11/08 22:09:14	CP	1754	CLASE 8 - SUSTANCIAS CORROSIVAS	1754 - 8 - ÁCIDO CLOROSULFÓNICO (CON O SIN TRIÓXIDO DE AZUFRE)	 	 	NO	 	NO	SI	8	 	I	ÁCIDO CLOROSULFÓNICO (con o sin trióxido de azufre)	 	
2025/11/08 22:09:26	CP	1753	CLASE 8 - SUSTANCIAS CORROSIVAS	1753 - 8 - CLOROFENILTRICLORO-SILANO	 	 	NO	 	NO	SI	8	 	II	CLOROFENILTRICLOROSILANO	 	
2025/11/08 22:09:37	CP	1752	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1752 - 6.1 - CLORURO DE CLOROACETILO	 	 	NO	 	NO	SI	6.1	8	I	CLORURO DE CLOROACETILO	 	
2025/11/08 22:09:51	CP	1751	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1751 - 6.1 - ÁCIDO CLOROACÉTICO SÓLIDO	 	 	NO	 	NO	SI	6.1	8	II	ÁCIDO CLOROACÉTICO SÓLIDO	 	
2025/11/08 22:10:02	CP	1750	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1750 - 6.1 - ÁCIDO CLOROACÉTICO EN SOLUCIÓN	 	 	NO	 	NO	SI	6.1	8	II	ÁCIDO CLOROACÉTICO EN SOLUCIÓN	 	
2025/11/08 22:10:13	CP	1749	CLASE 2 - GASES	1749 - 2.3 - TRIFLUORURO DE CLORO	 	 	NO	 	NO	SI	2.3	5.1, 8	 	TRIFLUORURO DE CLORO	 	
2025/11/08 22:10:25	CP	1748	CLASE 5 - SUSTANCIAS COMBURENTES Y PERÓXIDOS ORGÁNICOS	1748 - 5.1 - HIPOCLORITO CÁLCICO SECO O HIPOCLORITO CÁLCICO EN MEZCLA SECA; CON	 	 	NO	 	NO	SI	5.1	 	II, III	HIPOCLORITO DE CALCIO SECO o HIPOCLORITO DE CALCIO EN MEZCLA SECA, con más del 39 % de cloro activo (8,8 % de oxígeno activo)	 	
2025/11/08 22:10:35	CP	1747	CLASE 8 - SUSTANCIAS CORROSIVAS	1747 - 8 - BUTILTRICLOROSILANO	 	 	NO	 	NO	SI	8	3	II	BUTILTRICLOROSILANO	 	
2025/11/08 22:10:52	CP	1746	CLASE 5 - SUSTANCIAS COMBURENTES Y PERÓXIDOS ORGÁNICOS	1746 - 5.1 - TRIFLUORURO DE BROMO	 	 	NO	 	NO	SI	5.1	6.1, 8	I	TRIFLUORURO DE BROMO	 	
2025/11/08 22:11:05	CP	1745	CLASE 5 - SUSTANCIAS COMBURENTES Y PERÓXIDOS ORGÁNICOS	1745 - 5.1 - PENTAFLUORURO DE BROMO	 	 	NO	 	NO	SI	5.1	6.1, 8	I	PENTAFLUORURO DE BROMO	 	
2025/11/08 22:11:16	CP	1744	CLASE 8 - SUSTANCIAS CORROSIVAS	1744 - 8 - BROMO O BROMO EN SOLUCIÓN	 	 	NO	 	NO	SI	8	6.1	I	BROMO o BROMO EN SOLUCIÓN	 	
2025/11/08 22:11:29	CP	1743	CLASE 8 - SUSTANCIAS CORROSIVAS	1743 - 8 - TRIFLUORURO DE BORO Y ÁCIDO PROPIÓNICO; COMPLEJO LÍQUIDO DE	 	 	NO	 	NO	SI	8	 	II	TRIFLUORURO DE BORO Y ÁCIDO PROPIÓNICO, COMPLEJO LÍQUIDO DE	 	
2025/11/08 22:11:41	CP	1742	CLASE 8 - SUSTANCIAS CORROSIVAS	1742 - 8 - TRIFLUORURO DE BORO Y ÁCIDO ACÉTICO; COMPLEJO LÍQUIDO DE	 	 	NO	 	NO	SI	8	 	II	TRIFLUORURO DE BORO Y ÁCIDO ACÉTICO, COMPLEJO LÍQUIDO DE	 	
2025/11/08 22:11:51	CP	1741	CLASE 2 - GASES	1741 - 2.3 - TRICLORURO DE BORO	 	 	NO	 	NO	SI	2.3	8	 	TRICLORURO DE BORO	 	
2025/11/08 22:12:02	CP	1740	CLASE 8 - SUSTANCIAS CORROSIVAS	1740 - 8 - HIDROGENODIFLUORUROS SÓLIDOS; N.E.P.	 	 	NO	 	NO	SI	8	 	II, III	HIDROGENODIFLUORUROS SÓLIDOS, N.E.P.	 	
2025/11/08 22:12:14	CP	1739	CLASE 8 - SUSTANCIAS CORROSIVAS	1739 - 8 - CLOROFORMIATO DE BENCILO	 	 	NO	 	NO	SI	8	 	I	CLOROFORMIATO DE BENCILO	 	
2025/11/08 22:12:26	CP	1738	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1738 - 6.1 - CLORURO DE BENCILO	 	 	NO	 	NO	SI	6.1	8	II	CLORURO DE BENCILO	 	
2025/11/08 22:12:37	CP	1737	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1737 - 6.1 - BROMURO DE BENCILO	 	 	NO	 	NO	SI	6.1	8	II	BROMURO DE BENCILO	 	
2025/11/08 22:12:48	CP	1736	CLASE 8 - SUSTANCIAS CORROSIVAS	1736 - 8 - CLORURO DE BENZOILO	 	 	NO	 	NO	SI	8	 	II	CLORURO DE BENZOILO	 	
2025/11/08 22:13:15	CP	1733	CLASE 8 - SUSTANCIAS CORROSIVAS	1733 - 8 - TRICLORURO DE ANTIMONIO	 	 	NO	 	NO	SI	8	 	II	TRICLORURO DE ANTIMONIO	 	
2025/11/08 22:12:59	CP	1732	CLASE 8 - SUSTANCIAS CORROSIVAS	1732 - 8 - PENTAFLUORURO DE ANTIMONIO	 	 	NO	 	NO	SI	8	6.1	II	PENTAFLUORURO DE ANTIMONIO	 	
2025/11/08 22:13:28	CP	1731	CLASE 8 - SUSTANCIAS CORROSIVAS	1731 - 8 - PENTACLORURO DE ANTIMONIO EN SOLUCIÓN	 	 	NO	 	NO	SI	8	 	II, III	PENTACLORURO DE ANTIMONIO EN SOLUCIÓN	 	
2025/11/08 22:13:41	CP	1730	CLASE 8 - SUSTANCIAS CORROSIVAS	1730 - 8 - PENTACLORURO DE ANTIMONIO LÍQUIDO	 	 	NO	 	NO	SI	8	 	II	PENTACLORURO DE ANTIMONIO LÍQUIDO	 	
2025/11/08 22:14:01	CP	1729	CLASE 8 - SUSTANCIAS CORROSIVAS	1729 - 8 - CLORURO DE ANISOILO	 	 	NO	 	NO	SI	8	 	II	CLORURO DE ANISOILO	 	
2025/11/08 22:14:14	CP	1728	CLASE 8 - SUSTANCIAS CORROSIVAS	1728 - 8 - AMILTRICLOROSILANO	 	 	NO	 	NO	SI	8	 	II	AMILTRICLOROSILANO	 	
2025/11/08 22:14:27	CP	1727	CLASE 8 - SUSTANCIAS CORROSIVAS	1727 - 8 - HIDROGENODIFLUORURO DE AMONIO SÓLIDO	 	 	NO	 	NO	SI	8	 	II	HIDROGENODIFLUORURO DE AMONIO SÓLIDO	 	
2025/11/08 22:14:39	CP	1726	CLASE 8 - SUSTANCIAS CORROSIVAS	1726 - 8 - CLORURO DE ALUMINIO ANHIDRO	 	 	NO	 	NO	SI	8	 	II	CLORURO DE ALUMINIO ANHIDRO	 	
2025/11/08 22:14:53	CP	1725	CLASE 8 - SUSTANCIAS CORROSIVAS	1725 - 8 - BROMURO DE ALUMINIO ANHIDRO	 	 	NO	 	NO	SI	8	 	II	BROMURO DE ALUMINIO ANHIDRO	 	
2025/11/08 22:15:07	CP	1724	CLASE 8 - SUSTANCIAS CORROSIVAS	1724 - 8 - ALILTRICLOROSILANO ESTABILIZADO	 	 	NO	 	NO	SI	8	3	II	ALILTRICLOROSILANO ESTABILIZADO	 	
2025/11/08 22:15:19	CP	1723	CLASE 3 - LÍQUIDOS INFLAMABLES	1723 - 3 - YODURO DE ALILO	 	 	NO	 	NO	SI	3	8	II	YODURO DE ALILO	 	
2025/11/08 22:15:31	CP	1722	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1722 - 6.1 - CLOROFORMIATO DE ALILO	 	 	NO	 	NO	SI	6.1	3, 8	I	CLOROFORMIATO DE ALILO	 	
2025/11/08 22:15:42	CP	1719	CLASE 8 - SUSTANCIAS CORROSIVAS	1719 - 8 - LÍQUIDO ALCALINO CAÚSTICO N.E.P.	 	 	NO	 	NO	SI	8	 	II, III	LÍQUIDO ALCALINO CÁUSTICO N.E.P.	 	
2025/11/08 22:15:57	CP	1718	CLASE 8 - SUSTANCIAS CORROSIVAS	1718 - 8 - FOSFATO ÁCIDO DE BUTILO	 	 	NO	 	NO	SI	8	 	III	FOSFATO ÁCIDO DE BUTILO	 	
2025/11/08 22:16:10	CP	1717	CLASE 3 - LÍQUIDOS INFLAMABLES	1717 - 3 - CLORURO DE ACETILO	 	 	NO	 	NO	SI	3	8	II	CLORURO DE ACETILO	 	
2025/11/08 22:16:22	CP	1716	CLASE 8 - SUSTANCIAS CORROSIVAS	1716 - 8 - BROMURO DE ACETILO	 	 	NO	 	NO	SI	8	 	II	BROMURO DE ACETILO	 	
2025/11/08 22:16:34	CP	1715	CLASE 8 - SUSTANCIAS CORROSIVAS	1715 - 8 - ANHÍDRIDO ACÉTICO	 	 	NO	 	NO	SI	8	3	II	ANHÍDRIDO ACÉTICO	 	
2025/11/08 22:16:47	CP	1714	CLASE 4 - SÓLIDOS INFLAMABLES	1714 - 4.3 - FOSFURO DE CINC	 	 	NO	 	NO	SI	4.3	6.1	I	FOSFURO DE CINC	 	
2025/11/08 22:16:58	CP	1713	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1713 - 6.1 - CIANURO DE CINC	 	 	NO	 	NO	SI	6.1	 	I	CIANURO DE CINC	 	
2025/11/08 22:17:09	CP	1712	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1712 - 6.1 - ARSENIATO DE CINC; ARSENITO DE CINC O MEZCLA DE ARSENIATO DE CINC Y	 	 	NO	 	NO	SI	6.1	 	II	ARSENIATO DE CINC, ARSENITO DE CINC o MEZCLA DE ARSENIATO DE CINC Y ARSENITO DE CINC	 	
2025/11/08 22:17:21	CP	1711	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1711 - 6.1 - XILIDINAS LÍQUIDAS	 	 	NO	 	NO	SI	6.1	 	II	XILIDINAS LÍQUIDAS	 	
2025/11/08 22:17:33	CP	1710	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1710 - 6.1 - TRICLOROETILENO	 	 	NO	 	NO	SI	6.1	 	III	TRICLOROETILENO	 	
2025/11/08 22:17:56	CP	1709	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1709 - 6.1 - TOLUILEN-2;4-DIAMINA SÓLIDA	 	 	NO	 	NO	SI	6.1	 	III	TOLUILEN-2,4-DIAMINA SÓLIDA	 	
2025/11/08 22:18:07	CP	1708	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1708 - 6.1 - TOLUIDINAS LÍQUIDAS	 	 	NO	 	NO	SI	6.1	 	II	TOLUIDINAS LÍQUIDAS	 	
2025/11/08 22:18:20	CP	1707	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1707 - 6.1 - TALIO; COMPUESTO DE; N.E.P.	 	 	NO	 	NO	SI	6.1	 	II	TALIO, COMPUESTO DE, N.E.P.	 	
2025/11/08 22:18:31	CP	1704	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1704 - 6.1 - DITIOPIROFOSFATO DE TETRAETILO	 	 	NO	 	NO	SI	6.1	 	II	DITIOPIROFOSFATO DE TETRAETILO	 	
2025/11/08 22:18:42	CP	1702	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1702 - 6.1 - 1;1;2;2-TETRACLOROETANO	 	 	NO	 	NO	SI	6.1	 	II	1,1,2,2-TETRACLOROETANO	 	
2025/11/08 22:18:54	CP	1701	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1701 - 6.1 - BROMURO DE XILILO; LÍQUIDO	 	 	NO	 	NO	SI	6.1	 	II	BROMURO DE XILILO, LÍQUIDO	 	
2025/11/08 22:19:07	CP	1700	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1700 - 6.1 - VELAS LACRIMÓGENAS	 	 	NO	 	NO	SI	6.1	4.1	 	VELAS LACRIMÓGENAS	 	
2025/11/08 22:19:18	CP	1699	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1699 - 6.1 - DIFENILCLOROARSINA LÍQUIDA	 	 	NO	 	NO	SI	6.1	 	I	DIFENILCLOROARSINA LÍQUIDA	 	
2025/11/08 22:19:32	CP	1698	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1698 - 6.1 - DIFENILAMINOCLOROARSINA	 	 	NO	 	NO	SI	6.1	 	I	DIFENILAMINO-CLOROARSINA	 	
2025/11/08 22:19:44	CP	1697	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1697 - 6.1 - CLOROACETOFENONA SÓLIDA	 	 	NO	 	NO	SI	6.1	 	II	CLOROACETOFENONA SÓLIDA	 	
2025/11/08 22:19:58	CP	1695	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1695 - 6.1 - CLOROACETONA ESTABILIZADA	 	 	NO	 	NO	SI	6.1	3, 8	I	CLOROACETONA ESTABILIZADA	 	
2025/11/08 22:20:10	CP	1694	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1694 - 6.1 - CIANUROS DE BROMOBENCILO LÍQUIDOS	 	 	NO	 	NO	SI	6.1	 	I	CIANUROS DE BROMOBENCILO LÍQUIDOS	 	
2025/11/08 22:20:23	CP	1693	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1693 - 6.1 - GASES LACRIMÓGENOS; SUSTANCIA LÍQUIDA PARA LA FABRICACIÓN DE; N.E.P	 	 	NO	 	NO	SI	6.1	 	I, II	GASES LACRIMÓGENOS, SUSTANCIA LÍQUIDA PARA LA FABRICACIÓN DE, N.E.P.	 	
2025/11/08 22:20:34	CP	1692	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1692 - 6.1 - ESTRICNINA O SALES DE ESTRICNINA	 	 	NO	 	NO	SI	6.1	 	I	ESTRICNINA o SALES DE ESTRICNINA	 	
2025/11/08 22:20:47	CP	1691	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1691 - 6.1 - ARSENITO DE ESTRONCIO	 	 	NO	 	NO	SI	6.1	 	II	ARSENITO DE ESTRONCIO	 	
2025/11/08 22:20:58	CP	1690	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1690 - 6.1 - FLUORURO SÓDICO SÓLIDO	 	 	NO	 	NO	SI	6.1	 	III	FLUORURO DE SODIO SÓLIDO	 	
2025/11/08 22:21:12	CP	1689	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1689 - 6.1 - CIANURO SÓDICO SÓLIDO	 	 	NO	 	NO	SI	6.1	 	I	CIANURO DE SODIO SÓLIDO	 	
2025/11/08 22:21:24	CP	1688	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1688 - 6.1 - CACODILATO SÓDICO	 	 	NO	 	NO	SI	6.1	 	II	CACODILATO DE SODIO	 	
2025/11/08 22:21:36	CP	1687	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1687 - 6.1 - AZIDA SÓDICA	 	 	NO	 	NO	SI	6.1	 	II	AZIDA DE SODIO	 	
2025/11/08 22:21:50	CP	1686	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1686 - 6.1 - ARSENITO SÓDICO EN SOLUCIÓN ACUOSA	 	 	NO	 	NO	SI	6.1	 	II, III	ARSENITO DE SODIO EN SOLUCIÓN ACUOSA	 	
2025/11/08 22:22:01	CP	1685	CLASE 6 - SUSTANCIAS TÓXICAS Y SUSTANCIAS INFECCIOSAS	1685 - 6.1 - ARSENIATO SÓDICO	 	 	NO	 	NO	SI	6.1	 	II	ARSENIATO DE SODIO	 	
